type,job,job_require,course_acquire,course,path
multi_hop_synonym,Backend (FinTech) #2,SQL,Relational Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language', 'synonym>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Structured Query Language (SQL),SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym>', 'Structured Query Language (SQL)', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Structured Query Language (SQL) Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,SQL Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Relational Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Structured Query Language,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,SQL,CN351,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'include<', 'CN351']"
multi_hop_synonym,Backend (FinTech) #2,SQL,SQL,SF220,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,SQL,SQL,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Structured Query Language (SQL),SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym>', 'Structured Query Language (SQL)', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Structured Query Language (SQL) Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,SQL Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,SQL,Relational Database,SF230,"['Backend (FinTech) #2', 'require>', 'SQL', 'synonym<', 'Structured Query Language', 'synonym<', 'SQL', 'synonym<', 'Structured Query Language (SQL) Database', 'synonym<', 'SQL Database', 'synonym<', 'Relational Database', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,API,Port/API,SF222,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,API,API,SF230,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'synonym<', 'API', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,API,API,SF220,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'synonym<', 'API', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,API,API,SF211,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'synonym<', 'API', 'include<', 'SF211']"
multi_hop_synonym,Backend (FinTech) #2,API,API,CN351,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'synonym<', 'API', 'include<', 'CN351']"
multi_hop_synonym,Backend (FinTech) #2,API,Application Programming Interface (API),CN351,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'synonym<', 'API', 'synonym>', 'Application Programming Interface (API)', 'include<', 'CN351']"
multi_hop_synonym,Backend (FinTech) #2,API,APIs,SF211,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'Application Programming Interface', 'synonym>', 'Port/API', 'synonym<', 'API', 'synonym<', 'APIs', 'include<', 'SF211']"
multi_hop_synonym,Backend (FinTech) #2,API,Application Programming Interface (API),CN351,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Application Programming Interface (API)', 'include<', 'CN351']"
multi_hop_synonym,Backend (FinTech) #2,API,APIs,SF211,"['Backend (FinTech) #2', 'require>', 'API', 'synonym<', 'APIs', 'include<', 'SF211']"
multi_hop_synonym,Backend (FinTech) #2,API,Port/API,SF222,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,API,API,SF230,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'synonym<', 'Application Programming Interface', 'synonym>', 'API', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,API,API,SF220,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'synonym<', 'Application Programming Interface', 'synonym>', 'API', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,API,API,SF211,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'synonym<', 'Application Programming Interface', 'synonym>', 'API', 'include<', 'SF211']"
multi_hop_synonym,Backend (FinTech) #2,API,API,CN351,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'synonym<', 'Application Programming Interface', 'synonym>', 'API', 'include<', 'CN351']"
multi_hop_synonym,Backend (FinTech) #2,API,Application Programming Interface (API),CN351,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'synonym<', 'Application Programming Interface', 'synonym>', 'API', 'synonym>', 'Application Programming Interface (API)', 'include<', 'CN351']"
multi_hop_synonym,Backend (FinTech) #2,API,APIs,SF211,"['Backend (FinTech) #2', 'require>', 'API', 'synonym>', 'Port/API', 'synonym<', 'Application Programming Interface', 'synonym>', 'API', 'synonym<', 'APIs', 'include<', 'SF211']"
multi_hop_synonym,Backend (FinTech) #2,Java,Java Programming,SF212,"['Backend (FinTech) #2', 'require>', 'Java', 'synonym>', 'Java Programming', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Java,Java Programming,SF211,"['Backend (FinTech) #2', 'require>', 'Java', 'synonym>', 'Java Programming', 'include<', 'SF211']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF222,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF210,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF210']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software engineering,SF212,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software engineering,SF212,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF222,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF210,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF210']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software engineering,SF212,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software engineering,SF212,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software engineering,SF212,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF222,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF210,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF210']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF222,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF210,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF210']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software engineering,SF212,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'include<', 'SF212']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF222,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF210,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'include<', 'SF210']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF222,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF222']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Development,SF210,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'include<', 'SF210']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'SF230']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF220,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'include<', 'SF220']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,CN310,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'CN310']"
multi_hop_synonym,Backend (FinTech) #2,Software Engineer,Software Engineering,SF230,"['Backend (FinTech) #2', 'require>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'include<', 'SF230']"
